-12;-126;-3;-12;-127;0;
41;-52;-3;41;-51;-6;
41;-52;-6;42;-52;-3;
24;27;-3;24;28;-6;
24;27;-6;25;27;-3;
87;40;0;87;39;-3;
87;40;-3;87;40;0;
-385;-153;0;-385;-153;1;
-385;-153;1;-385;-153;0;
102;56;50;101;56;51;
102;56;51;101;56;50;
100;58;51;100;59;52;
100;58;52;100;59;51;
67;26;50;67;27;51;
67;26;51;67;27;50;
69;26;51;69;27;50;
69;26;50;69;27;51;
-388;-214;1;-388;-214;2;
-388;-214;2;-388;-214;1;
-388;-217;0;-388;-217;1;
-388;-217;1;-388;-217;0;
-50;-281;-3;-49;-281;-6;
-50;-281;-3;-49;-281;-3;
-44;-273;-9;-45;-273;-6;
-44;-273;-6;-44;-272;-9;
-21;-273;-9;-21;-274;-6;
-110;-96;0;-111;-96;1;
-110;-96;1;-111;-96;0;
-73;-149;0;-74;-149;1;
-73;-149;1;-74;-149;0;
-149;-87;0;-149;-88;1;
-149;-87;1;-149;-86;0;
-86;-99;0;-86;-99;-3;
-86;-99;-3;-86;-99;0;
372;155;0;372;155;-10;
372;155;-10;372;155;0;
-50;-281;-6;-49;-281;-3;
-105;-146;0;-105;-145;-3;
-105;-146;-3;-105;-145;0;
-73;-108;-6;-73;-109;0;
-49;213;0;-50;213;-3;
-49;213;-3;-49;213;0;
-50;200;-9;-50;201;-3;
-57;140;-9;-57;141;-8;
-57;140;-8;-57;141;-9;
-57;163;-9;-56;163;-8;
-57;163;-8;-56;163;-9;
-55;167;-9;-55;168;-8;
-55;167;-8;-55;168;-9;
-45;186;-9;-45;185;-8;
-45;186;-8;-45;185;-9;
-32;151;-9;-32;152;-8;
-32;151;-8;-32;152;-9;
-29;161;-9;-29;160;-8;
-29;161;-8;-29;160;-9;
-29;186;-8;-29;185;-9;
-29;174;-9;-29;173;-8;
-29;174;-8;-29;173;-9;
-29;177;-9;-29;178;-8;
-29;177;-8;-29;178;-9;
-29;168;-9;-29;167;-8;
-29;168;-8;-29;167;-9;
-29;195;-8;-29;196;-9;
-28;184;-8;-28;184;-9;
-32;193;-7;-32;194;-8;
-53;140;-8;-52;140;-7;
-53;140;-7;-53;141;-8;
-28;186;-8;-28;187;-7;
-28;186;-7;-28;185;-8;
4;184;-7;5;184;-12;
4;184;-12;3;184;-7;
-442;-490;0;-93;-117;0;
-438;-490;0;256;-292;0;
252;-334;-6;252;-334;-3;
252;-334;-3;252;-334;-6;
256;-361;-6;256;-361;-5;
256;-361;-5;256;-361;-6;
254;-364;-5;254;-364;-4;
254;-364;-4;254;-364;-5;
256;-364;-4;256;-364;-3;
256;-364;-3;256;-364;-4;
255;-365;-3;255;-365;-2;
255;-365;-2;255;-365;-3;
255;-367;-2;255;-367;-1;
255;-367;-1;255;-367;-2;
257;-362;-1;257;-362;0;
257;-362;0;257;-362;-1;
269;-335;1;269;-335;2;
269;-335;2;269;-335;1;
3;-276;0;3;-276;-20;
3;-276;-20;3;-276;0;
352;121;0;352;121;-10;
352;121;-10;352;121;0;
-183;7;0;-183;7;1;
-183;7;1;-183;7;0;
-10;-139;0;-10;-139;1;
-10;-139;1;-10;-139;0;
32;-125;0;32;-125;1;
32;-125;1;32;-125;0;
31;-160;0;31;-160;1;
31;-160;1;31;-160;0;
20;-178;0;20;-178;1;
20;-178;1;20;-178;0;
33;-177;0;33;-177;1;
33;-177;1;33;-177;0;
-235;-344;-3;-140;-51;0;
-243;-344;0;-243;-344;-3;
-243;-344;-3;-243;-344;0;
-28;-180;0;-28;-180;1;
-28;-180;1;-28;-180;0;
77;-354;-20;8;-318;-23;
8;-318;-23;77;-354;-20;
219;19;0;219;19;1;
219;19;1;219;19;0;
116;-209;-3;116;-209;-9;
116;-209;-9;116;-209;-3;
108;-171;-3;109;-172;-6;
109;-172;-6;108;-171;-3;
158;-201;-3;158;-201;-6;
158;-201;-6;158;-201;-3;
94;-143;-3;94;-143;-6;
94;-143;-6;94;-143;-3;
94;-159;-6;94;-159;-9;
94;-159;-9;94;-159;-6;
81;-147;0;81;-147;1;
81;-147;1;81;-147;0;
-173;68;0;-173;68;-3;
-173;68;-3;-173;68;0;
272;-198;-3;272;-198;-6; 
272;-198;-6;272;-198;-3; 
230;-231;-6;230;-231;-9; 
230;-231;-9;230;-231;-6; 
263;-231;-9;263;-231;-12; 
263;-231;-12;263;-231;-9; 
227;-231;-12;227;-231;-15; 
227;-231;-15;227;-231;-12;
104;-238;1;104;-238;2;
104;-238;2;104;-238;1;
113;-211;0;113;-211;1;
113;-211;1;113;-211;0;
289;-305;0;289;-305;1;
289;-305;1;289;-305;0;
217;-397;0;217;-397;1;
217;-397;1;217;-397;0;
288;-362;0;288;-362;1;
288;-362;1;288;-362;0;
-128;-112;0;-128;-112;1;
-128;-112;1;-128;-112;0;
-129;-112;1;-129;-112;2;
-129;-112;2;-129;-112;1;
240;-340;0;240;-340;-3;
240;-340;-3;240;-340;0;
92;-207;-2;92;-207;-3;
92;-207;-3;92;-207;-2;
123;-205;-3;123;-205;-2;
123;-205;-2;123;-205;-3;
95;-205;0;95;-206;-2;
95;-206;-2;95;-205;0;
-138;-88;0;-137;-88;-3;
-137;-88;-3;-138;-88;0;
-63;-312;0;-63;-313;1;
-63;-313;1;-63;-312;0;
-40;-299;0;-40;-299;1;
-40;-299;1;-40;-299;0;
401;254;0;401;254;1;
401;254;1;401;254;0;
-135;-84;0;-135;-84;1;
-135;-84;1;-135;-84;0;
-135;-85;1;-135;-85;2;
-135;-85;2;-135;-85;1;
32;-278;0;32;-278;1;
32;-278;1;32;-278;0;
-27;-129;0;-27;-129;-3;
-27;-129;-3;-27;-129;0;
61;-244;0;61;-244;1;
61;-244;1;61;-244;0;
-420;74;0;-420;74;1;
-420;74;1;-420;74;0;
60;-88;0;60;-88;1;
60;-88;1;60;-88;0;
93;-56;0;93;-56;1;
93;-56;1;93;-56;0;
-462;-82;0;-462;-82;1;
-462;-82;1;-462;-82;0;
-180;16;0;-180;16;-3;
-180;16;-3;-180;16;0;
-27;-129;0;-27;-129;-3;
-27;-129;-3;-27;-129;0;
-91;-107;-6;-91;-107;-9;
-91;-107;-9;-91;-107;-6;
-149;-116;-6;-149;-116;-9;
-149;-116;-9;-149;-116;-6;
-130;-120;-3;-130;-120;-6;
-130;-120;-6;-130;-120;-3;
-69;-104;-3;-69;-104;-6;
-69;-104;-6;-69;-104;-3;
-131;-123;-3;-131;-123;0;
-73;-108;-3;-73;-108;0;
-68;-59;-6;-68;-59;-9;
-68;-59;-9;-68;-59;-6;
-31;-127;1;-30;-128;2;
-31;-128;2;-31;-127;1;
-4;-131;2;-4;-131;1;
-4;-131;1;-4;-131;2;
-29;-129;0;-29;-129;1;
-29;-129;1;-29;-129;0;
20;49;-20;49;-212;0;
49;-213;0;21;49;-20;
-221;-99;0;432;248;-32;
424;249;-32;423;249;-33;
424;249;-33;423;249;-32;
432;249;-32;-221;-98;0;
434;219;-33;-39;-35;-5;
-38;-35;-5;434;220;-33;
-187;4;0;32;49;-30;
13;28;-30;-49;-43;-5;
-49;-44;-5;32;49;-30;
32;50;-30;-188;3;0;
9;30;-70;33;190;-12;
